,text,target
572,"['17', 'बार', 'ग्रैंड', 'स्लैम', 'विजेता', '32', 'वर्षीय', 'सेरेना', 'कहना', 'भूलीं', 'कले', 'कोर्ट', 'जीतना', 'अत्यंत', 'सुखद', 'वाकई', 'अच्छा', 'खेलीं.']",1
573,"['अमोल', 'गुप्ते', 'लिखी', 'कहानी', 'पटकथा', 'ईमानदार', 'साधारण', 'हैं.']",1
574,"['आंकड़ों', 'निराश', 'मई', 'सुधार', 'मुमकिन', 'है।']",1
575,"['फिलहाल', 'दोनों', 'पुलिस', 'कर्मियों', 'हालत', 'खतरे', 'बाहर', 'बताई', 'रही', 'है।']",1
576,"['दोनों', 'देशों', 'बीच', 'विश्वास', 'बहाली', 'उपाय', 'किए']",1
577,"['बदमाशों', 'गिरफ्तारी', 'हौंसले', 'बुलंद', 'तथा', 'पुलिस', 'अधिकारियों', 'कार्यप्रणाली', 'व्यापारियों', 'रोष', 'है।']",0
578,"['योजनाओं', 'लाभ', 'लोगों', 'सहजता', 'मिना', 'जरूरी', 'है।']",1
579,"['सेलिना', 'कहना', 'जंग', 'आगे', 'जारी', 'रखेंगी,', 'चाहे', 'उन्\u200dहें', 'भारी', 'जोखिम', 'क्\u200dयों', 'उठाना', 'पड़े।']",1
580,"['यूएई', 'मुकाबले', 'भारत', 'मैदान', 'छोटे', 'यहां', 'छक्के', 'मारना', 'अपेक्षाकृत', 'आसान', 'रहेगा।']",1
581,"['चारों', 'घायलों', 'हालत', 'चिंताजनक', 'है।']",0
582,"['अधिकांश', 'निर्णयों', 'मंत्री', 'अधिकारी', 'शामिल', 'रहते', 'हैं,', 'अतः', 'सरकारें', 'अनुमति', 'देने', 'टालमटोल', 'करती', 'रही', 'हैं।']",0
583,"['मल्टीपल', 'डिवाइस', 'परिवर्तित', 'अनुमति', 'देता', 'है।']",1
584,"['सितम्बर', 'कमिशिनिंग', 'संभावित', 'है।']",1
585,"['वजह', 'वास्तविक', 'हकदार', 'खिलाड़ियों', 'हक', 'मारा', 'अतः', 'याचिका', 'जरिए', 'हाईकोर्ट', 'शरण', 'ली', 'गई।']",0
586,"['पर्यावरण', 'नुकसान', 'उसकी', 'भरपाई', 'संभव', 'है।']",0
587,"['मरीजों', 'संख्या', 'काफी', 'कमी', 'आई', 'है,', 'मरीज', 'आ', 'हैं।']",0
588,"['जहां', 'टाइगर', 'ठुमके', 'लगाए,', 'कृति', 'जानदार', 'स्टेप्ट', 'जलवा', 'दिखाया।']",1
589,"['कंपनी', 'घाटे', 'बढ़ोतरी', 'है।']",0
590,"['उसने', 'कार्यभार', 'सहर्ष', 'अंगीकृत']",1
591,"['तुम', 'सजा', 'हकदार']",1
592,"['सलमान', 'खान', 'मुश्किलें', 'बढ़ती', 'नजर', 'आ', 'रही', 'हैं.']",0
593,"['भागते', 'डकैतों', 'सुनील', 'अग्रवाल', 'अजय', 'अग्रवाल', 'पेट', 'चाकू', 'मारकर', 'घायल', 'था।']",0
594,"['मंगलवार', 'अस्पताल', 'मरीजों', 'भारी', 'भीड़', 'दिखी,', 'चिकित्सकों', 'चेंबर', 'लगी', 'भीड', 'बारी', 'इंतजार', 'करती', 'रही।']",0
595,"['जलकल', 'संयत्र', 'अब', 'शुद्ध', 'पेयजल', 'नसीब', 'है।']",0
596,"['हालत', 'काफी', 'खराब', 'है।']",0
597,"['', 'निर्धन', 'दलितों', 'भले', 'नित', 'नई', 'योजनाएं', 'बनाई', 'जाती', 'हों', 'गरीबो', 'योजनाओ', 'लाभ', 'मिल', 'है।']",0
598,"['ऑडियंस', 'प्यार', 'करती', 'है.']",1
599,"['साल', 'आइपीएल', 'सर्वश्रेष्ठ', 'बल्लेबाजों', 'बल्लों', 'जंग', 'लग', 'गई', 'हो।']",0
600,"['उसकी', 'कड़वी', 'बोली', 'अच्छी', 'लगती']",0
601,"['देशों', 'ज्यादा', 'करीब', '600,000', 'विदेशी', 'प्रशंसकों', 'आने', 'उम्मीद', 'है।']",1
602,"['इससे', 'लोगों', 'समस्याएं', 'जस', 'तस', 'रहती', 'हैं।']",0
603,"['लोगों', 'मानना', 'शो', 'फॉर्मेट', 'लोगों', 'बुरा', 'बरताव', 'मजबूर', 'है.']",0
604,"['गोल्ड,', 'सिल्वर', 'डायमंड', 'खरीद', 'खरा', 'है,', 'पहचान', 'जरूरी', 'है.']",1
605,"['रात', 'इतने', 'गोले', 'आते', 'रात', 'दिन', 'हर', 'चीज़', 'नज़र', 'आती', 'थी.', 'भयानक', 'माहौल', 'था.']",0
606,"['पोषण', 'पुनर्वास', 'केन्द्र', 'खोलकर', 'कुपोषित', 'बच्चों', 'उपचार', 'जाता', 'कुपोषण', 'कम', 'बजाय', 'पिछले', 'चार', 'सालों', 'डबल', 'अधिक', 'है।']",0
607,"['अनहोनी', 'आशंका', 'करीब', 'आधे', 'घंटे', 'क्षेत्र', 'लोग', 'भयभीत', 'रहे।']",0
608,"['ऐसी', 'एजेंसियों', 'दवाएं', 'खरीदी', 'जाती', 'हैं,', 'जिनकी', 'गुणवत्ता', 'हर', 'स्तर', 'मान्य', 'है।']",1
609,"['टाइगर', 'मिला', 'प्यार', 'सराहना,', 'उसकी', 'कड़ी', 'मेहनत', 'नतीजा', 'है.']",1
610,"['आज', 'हँसा']",1
611,"['सटोरियों', 'बड़े', 'रैकेटों', 'मुंबई', 'अहमदाबाद', 'सक्रिय', 'आशंका', 'हैं।']",0
612,"['अगर', 'पटकथा', 'जरूरी', 'होगा', 'मैं', 'जरूर', 'करूंगी,', 'अगर', 'अनावश्यक', 'होगा', 'मैं', 'राय', 'व्यक्त', 'करूंगी.']",0
613,"['हर', 'दिन', 'वार्ड', 'राउंड', 'दौरान', 'चिकित्सक', 'नजारा', 'देखकर', 'अनजान', 'बने', 'हैं।']",0
614,"['अधकचरा', 'ज्ञान', 'घातक']",0
615,"['मोदी', 'पूर्वजों', 'कहानी', 'यहीं', 'आकर', 'थमती']",0
616,"['स्वाभाविक', 'कुशल', 'रिसर्चर्स', 'मांग', 'लगातार', 'बढ़', 'रही', 'है।']",1
617,"['कस्बे', 'बस', 'अड्डे', 'साफ-सफाई', 'नगरपालिका', 'फिसड्डी', 'साबित', 'रही', 'है।']",0
618,"['सुबह', 'अनियमित', 'कटौती', 'चलते', 'उपभोक्ताओं', 'स्कूली', 'बच्चों', 'दैनिक', 'कार्य', 'परेशानी', 'रही', 'है।']",0
619,"['नॉइस', 'डीटेल्स', 'कमी', 'वजह', 'मोटोरोला', 'कैमरे', 'बेहतर', 'बनाने', 'कोशिश', 'बेकार', 'गई', 'है।']",0
620,"['यूरोपीय', 'दौरे', 'गई', 'भारतीय', 'हॉकी', 'टीम', 'लगातार', 'मैच', 'हार', 'सामना', 'पड़ा']",0
621,"['भाजपा', 'सिर्फ', 'सत्ता', 'भूखी', 'है।']",0
622,"['आग', 'भीषण', 'लपटों', 'देखते', 'पुलिस', 'सड़क', 'यातायात', 'रोक', 'दिया।']",0
623,"['विकसित', 'देशों', 'बल्कि', 'देश', 'रोगी', 'लाभान्वित', 'हैं।']",1
624,"['किरोन', 'पोलार्ड', 'उपयोगी', 'पारी', 'गेंदबाजों', 'जोरदार', 'प्रदर्शन', 'बदौलत', 'मुंबई', 'इंडियंस', 'रॉयल', 'चैलेंजर्स', 'बेंगलुरू', '19', 'रन', 'हरा', 'दिया।']",1
625,"['मैं', 'जानती', 'हूं', 'जहां', 'प्यार', 'आशीर्वाद', 'सदैव', 'मेरे', 'रहेगा.']",1
626,"['उसकी', 'रोनी', 'सूरत', 'देखकर', 'मुझे', 'दया', 'आ', 'गई']",0
627,"['मां', 'मार', 'डाला', 'छह', 'बच्\u200dचों']",0
628,"['भट्ट', 'लकी', 'सर', 'स्पेशल', 'अदरक,', 'इलायची', 'वाली', 'चाय', 'बनाता', 'है,', 'देने', 'जिम्मेदारी', 'अर्जुन', 'है।']",1
629,"['अवधि', 'रकम', 'चुकाने', 'अन्यथा', 'डील', 'बयाना', 'गंवाने', 'दबाव', 'है।']",0
630,"['आशा', 'हूं', 'मेरी', 'रुमानियत', 'भरी', 'शाम', 'रोचक', 'महिला', 'समुद्र', 'किनारे', 'बीतेगी।']",1
631,"['व्यापमं', 'बीएड', 'प्रवेश', 'परीक्षा', 'लापरवाही', 'सैकड़ों', 'परीक्षार्थियों', 'परीक्षा', 'वंचित', 'दिया।']",0
632,"['45', 'मिनट', 'मशक्कत', 'आग', 'काबू', 'पाया', 'सका', 'है।']",0
633,"['युवाओं', 'सट्टा', 'खेलना', 'फैशन', 'बन', 'है।']",0
634,"['पल', 'जादू', 'आपके', 'विश्वास', 'पक्का', 'हैं।']",1
635,"['जिम्मेदारी', 'पाने', 'भाग्यवान', 'उन्हे', 'इतनी', 'बड़ा', 'काम', 'सौंपा', 'है।']",1
636,"['माता-पिता', ',गुरु', 'अतिथि', 'हर', 'हालत', 'आदरणीय']",1
637,"['लीग', 'बने', 'रहने', 'लगातार', 'जीत', 'दर्ज', 'करनी', 'होगी', 'इसलिए', 'उम्मीद', '', 'दिल्ली', 'जीत', 'वापसी', 'करेगी।']",1
638,"['दौरान', 'अमिताभ', 'मीडिया', 'बात', 'बात', 'अफसोस', 'उन्होंने', '90', 'दशके', 'समय', 'सिनेमा', 'दूरी', 'बना', 'ली', 'थी।']",0
639,"['इसको', 'लेकर', 'अधिकारी', 'गंभीर', 'है।']",0
640,"['लंद', 'हौसलों', 'संभव']",1
641,"['अंदेशे', 'डीएम', 'कंचन', 'वर्मा', 'लाभार्थियों', 'गांव', 'ब्लाकवार', 'सूची', 'तैयार', 'सत्यापित', 'कराने', 'निर्देश', 'दिए']",1
642,"['यहां', 'पिचें', 'बढ़\u200dिया', 'रही।']",1
643,"['कल्याण', 'बोर्ड', 'मजदूरों', 'कल्याण', 'कार्य', 'इनके', 'पंजीकरण', 'प्राथमिकता', 'दी', 'रही', 'हैं।']",0
644,"['उन्होंने', 'बीजेपी', 'हार', 'डर', 'बौखलाकर', 'आरोप', 'लगा', 'रही', 'है।']",0
645,"['शारापोवा', 'ब्वॉयफ्रेंड', 'दिमित्रो', 'बढ़िया', 'दिन', 'रहा।']",1
646,"['सुगंधपूर्ण', 'आमलकी', 'चूर्ण', 'शरीर', 'सुंदरता', 'बढ़ाने', 'परम', 'साधन', 'है।']",1
647,"['बारे', 'जानते', 'जानना', 'चाहते।']",1
648,"['लोकतंत्र', 'मजबूती', 'अच्छे', 'ईमानदार', 'प्रत्याशी', 'निर्वाचन', 'करें।']",1
649,"['स्टार्क', 'पोलार्ड', 'शरीर', 'निशाना', 'बनाया,', 'जिससे', 'गुस्सा', 'आ', 'उन्होंने', 'स्टार्क', 'ओर', 'बल्ला', 'फेंका।']",0
650,"['', 'बिजली', 'बेहिसाब', 'कटौती', 'लोगों', 'काफी', 'नाराजगी', 'है।']",0
651,"['व्यापारियों', 'अधिकारों', 'प्रति', 'जागरूक', 'होगा,', 'तभी', 'उत्पीड़न', 'रुक', 'है।']",1
652,"['इससे', 'आपको', 'स्वयं', 'विधा', 'पारंगत', 'बनाना', 'होगा']",1
653,"['विवाह', 'अवसरों', 'लोग', 'बाँके', 'जवान', 'दिखने', 'कोशिश']",1
654,"['मैं', 'लोगों', 'शुक्रगुजार', 'हूं,', 'जिन्\u200dहोंने', 'मेरी', 'सलामती', 'मेरी', 'जिंदगी', 'दुआ']",1
655,"['केकेआर', 'खिलाड़ियों', 'तेजी', 'रन', 'बटोरने', 'चक्कर', 'गैरजिम्मेदारी', 'पारी', 'खेलकर', 'टीम', 'मुश्किल', 'डाल', 'दिया।']",0
656,"['मौसम', 'लगातार', 'परिवर्तन', 'नलों', 'आ', 'गंदा', 'पानी', 'लोगों', 'सेहत', 'हमला', 'बोल', 'है।']",0
657,"['परिसर', 'रही', 'गतिविधियों', 'लेकर', 'मंडी', 'प्रशासन', 'बेखबर', 'है।']",0
658,"['समुचित', 'आईटी', 'नेटवर्क', 'सुनिश्चित', 'जाएगा,', 'जीएसटी', 'अमल', 'असंभव', 'है।']",0
659,"['फतेह', 'अली', 'खान,', 'पंकज', 'उदास,', 'अनूप', 'जलोटा', 'गजल', 'गायकों', 'गजल', 'गायन', 'नया', 'मुकाम', 'बढऩे', 'अवसर', 'दिया।']",1
660,"['टाटा', 'मोटर्स', 'गुरुवार', 'क्रॉसओवर', 'व्हीकल', 'आरिया', 'उन्नत', 'संस्करण', 'लांच', 'है।']",1
661,"['पुलिस', 'फोन', 'जाता', 'निश्चित', 'तौर', 'बड़ी', 'घटना', 'सकती', 'थी।']",1
662,"['सरदार', 'हॉकी', 'इंडिया', 'लीग', 'अच्छे', 'प्रदर्शन', 'उम्मीद', 'हैं।']",1
663,"['सिनेमा', 'देखकर', 'रोमाचिंत', 'उठा']",1
664,"['धमकी', 'मिलने', 'परिवार', 'डरा', 'है.']",0
665,"['जिसमें', 'कम', 'वजनी', 'बच्चो', 'उचित', 'पोष्ाण', 'आहार', 'जाना', 'था।']",1
666,"['सधे', 'निर्देशक', 'हाथों', 'हमेशा', 'कलाकार', 'निखर', 'जाते', 'हैं।']",1
667,"['साझेदारी', 'सुपर', 'किंग्स', 'जीत', 'ओर', 'अग्रसर', 'किया।']",1
668,"['कोरिया', 'प्\u200dलास्टिक', 'सर्जन', 'काम', 'माहिर']",1
669,"['सामान्य', 'तौर', 'लंबी', 'अवधि', 'परिपक्व', 'बॉन्ड', 'खरीदते', 'क्योंकि', 'संपत्ति', 'लंबी', 'अवधि', 'वाली', 'है।']",1
670,"['मान्यता', 'दिन', 'सोना', 'खरीदने', 'धन', 'वर्षा', 'है.']",1
671,"['भारत', 'पाकिस्तान', 'बीच', 'क्रिकेट', 'संबंध', 'बहाल', 'संभावना', 'दिख', 'रही', 'है।']",1
672,"['रोहित', 'शर्मा', 'प्रशासन', 'आदेश', 'विपरीत', 'पब्लिक', 'स्कूलों', 'फीस', 'नाम', 'अवैध', 'वसूली', 'रही', 'है।']",1
673,"['बेटियों', 'बेटों', 'अपेक्षा', 'बेहतर', 'प्रदर्शन', 'है।']",1
674,"['बाराबती', 'स्टेडियम', 'रोमांचक', 'मुकाबला', 'उम्मीद', 'है।']",1
675,"['झीलों', 'घिरा', 'आई', 'आई', 'टी', 'पवई', 'रमणीय', 'स्थल']",1
676,"['शो', 'फॉर्मेट', 'लोगों', 'बुरा', 'बरताव', 'मजबूर', 'है.']",0
677,"['फिल्म', 'नए', 'एलबम', 'उन्हे', 'बड़ी', 'आशा', 'थी।']",1
678,"['डे', 'मनाने', 'उद्देश्य', 'लोगों', 'अस्थमा', 'प्रति', 'जागरूक', 'शिक्षित', 'है।']",1
679,"['भारत', 'सरकार', 'महारत्नों', 'एनटीपीसी', 'देश', 'बड़े', 'विद्युत', 'उत्पादक', 'रूप', '28', 'प्रतिशत', 'विद्युत', 'आवश्यकता', 'पूर्ति', 'है।']",1
680,"['मैं', 'इससे', 'थोड़ा', 'निराश', 'था।']",0
681,"['आपसे', 'मिलकर', 'मुझे', 'ख़ुशी']",1
682,"['आग', 'काबू', 'पाया', 'अन्यथा', 'गेहूं', 'फसल', 'आग', 'भेंट', 'चढ़', 'जाती।']",0
683,"['बेबस', 'उपभोक्ताओं', 'पीड़ा', 'सहज', 'समझा', 'है।']",0
684,"['लोग', 'अनावश्यक', 'रूप', 'इनमें', 'दवाइयों', 'उपयोग', 'गलत', 'तरीके', 'नशे', 'हैं।']",0
685,"['दरअसल,', 'पिछले', 'दिनों', 'दीपिका', 'व्\u200dयस्\u200dत', 'रहीं।']",0
686,"['अनुसंधानकर्त्ताओं', 'निष्कर्ष', 'ज्यादा', 'समय', 'टिकने', 'वाला', 'अत्यंत', 'भारी', 'केन्द्रक', 'अवलोकन', 'क्षमता', 'दिशा', 'अहम', 'कदम', 'जिससे', 'अत्यंत', 'भारी', 'तत्वों', ""'स्थिरता"", ""द्वीप'"", 'रहने', 'अपेक्षा', 'जाती', 'है।']",1
687,"['लोकल', 'यात्रियों', 'स्टेशन', 'अनारक्षित', 'टिकट', 'लेने', 'मात्र', 'टिकट', 'खिड़की', 'है,', 'यात्रियों', 'बोझ', 'कराह', 'रही', 'हैं।']",0
688,"['इतना', 'सोनाक्षी', 'पोस्ट', 'लिखा', 'काफ़ी', 'सुखद', 'है।']",1
689,"['अविचारणीय', 'बात']",0
690,"['इंतजार', 'कीजिए,', 'सस्ता', 'होगा', 'सोना']",1
691,"['इलाहाबाद', 'हाईकोर्ट', 'कासना', 'गांव', 'जमीन', '64.7', 'फीसद', 'अतिरिक्त', 'मुआवजा', 'देने', 'निर्देश', 'करीब', 'सौ', 'किसान', 'लाभान्वित', 'होंगे।']",1
692,"['लॉन्ग', 'टर्म', 'बॉन्ड्स', 'इन्वेस्ट', 'बेहद', 'आकर्षक', 'अवसर', 'है।']",1
693,"['अच्छे', 'फंड', 'मैनेजर', 'लॉन्ग', 'टर्म', 'बढ़िया', 'परफॉर्म', 'हैं।']",1
694,"['उसकी', 'कोशिशें', 'हर', 'बार', 'नाकामयाब', 'हैं।']",0
695,"['हमें', 'आपसी', 'भाईचारा', 'सौहार्द', 'बनाए', 'रखना', 'चाहिए।']",1
696,"['राहुल', 'आज', 'गुजरात', 'लोकायुक्त', 'आरटीआई', 'आयुक्त', 'काम', 'नरेन्द्र', 'मोदी', 'जेल', 'चले', 'गए', 'होते।']",0
697,"['खौफ', 'इलेक्शन', 'कमीशन', 'सख्ती', 'वजह', 'से.']",0
698,"['पराये', 'लोगों', 'सहायता']",1
699,"['इनहेलेशन', 'थेरेपी', 'टैबलेट्स', 'सीरप', 'अपेक्षा', 'कहीं', 'अधिक', 'प्रभावी', 'है।']",1
700,"['श्रीसंत', 'सहित', 'तीन', 'क्रिकेटरों', 'जेल', 'जाना', 'पड़ा।']",0
701,"['दिल्ली', 'विकास', 'हरियाली', 'रेगिस्तान', 'तबदील', 'दिया।']",1
702,"['सुभाष', 'घई', 'फिल्म', 'निर्देशक', 'रूप', 'नई', 'फिल्म', ""'कांची'"", 'बॉक्स', 'ऑफिस', 'धीमी', 'शुरुआत', 'बेपरवाह', 'हैं।']",0
703,"['तांबे', 'कारनामा', 'करनेवाले', 'नौवें', 'गेंदबाज', 'बने']",1
704,"['गौरतलब', 'वर्ल्ड', 'बैंक', 'उच्च', 'शिक्षा', 'विभाग', 'लोन', 'देने', '3600', 'करोड़', 'सैद्घांतिक', 'सहमति', 'दी', 'है।']",1
705,"['शहर', 'बढ़ती', 'लूट', 'घटनाओं', 'लेकर', 'सोमवार', 'गृहमंत्री', 'बाबूलाल', 'गौर', 'कड़ी', 'नाराजगी', 'जताई।']",0
706,"['जाहिर', 'पतियों', 'संख्या', 'बढ़ी', 'वजह', 'पत्नी', 'परेशान', 'बेबस', 'हैं.']",0
707,"['उसकी', 'कटु', 'बातें', 'मेरे', 'असह्य']",0
708,"['लिहाजा', 'हमने', 'ऎसे', 'फिल्म', 'कलाकारों', 'आत्मघाती', 'हमलों', 'मार', 'डालने', 'साजिश', 'रची।']",0
709,"['बल्लेबाजी', 'एरोन', 'फिंच', 'डेविड', 'वार्नर', 'छाप', 'छोड़ी', 'है।']",1
710,"['बीते', 'सालों', 'महिलाओं', 'निकलना', 'दूभर', 'है।']",0
711,"['अंतरिक्ष', 'यात्रा', 'हमेशा', 'मानव', 'चाहत', 'रही', 'है।']",1
712,"['शाउमाशा', 'जैतगिरी', 'टीम', 'पहुंची', 'नकलची', 'छात्रों', 'अफरातफरी', 'मच', 'गई।']",0
713,"['विश्लेषकों', 'मानना', 'अल्पावधि', 'परिदृश्य', 'आकर्षक', 'है।']",0
714,"['हैदराबाद', 'निराशाजनक', 'हार', 'क्योंकि', 'टीम', 'खेल', 'ज्यादातर', 'हिस्से', 'दबदबा', 'बनाए']",0
715,"['सिफारिशों', 'घोषणाओं', 'गंभीरतापूर्वक', 'कार्य', 'जाए']",1
716,"['', 'खाई', 'पाटना', 'काफी', 'दुरूह', 'काम', 'होगा']",0
717,"['सामान्य', 'शादी', 'अनुदान', '119', 'आवेदन', 'सापेक्ष', '31', 'अपात्र', 'पाए', 'गए', 'जबकि', '28', 'स्वीकृत', 'हुए।']",1
718,"['मानकों', 'खरा', 'उतरने', 'उन्नत', 'मशीनों', 'जरूरत', 'पड़', 'रही', 'है।']",1
719,"['उन्होंने', 'एसपी', 'शस्त्र', 'सत्यापन', 'कराने', 'लोगों', 'अविलंब', 'सूचना', 'देने', 'है।']",1
720,"['शायद', 'नयी', 'पीढ़ी', '1984', 'दंगों', 'बारे', 'जानना', 'चाहे.']",0
721,"['खबरों', 'मुताबिक,', 'एजेंसियों', 'एग्जिट', 'पोल', 'डेटा', 'लीक', 'दिए']",0
722,"['अफसोस', 'बात', 'फिल्म', 'गति', 'ऐसी', 'तेज', 'है।']",0
723,"['हिंदू', 'धर्म', 'मान्यताओं', 'मुताबिक', 'हर', 'दिन', 'समय', 'अति', 'शुभ', 'माना', 'है।']",1
724,"['मैं', 'आशान्वित', 'हूँ', 'अवश्य', 'आयेगा']",1
725,"['मैं', 'समझाने', 'निष्फल', 'प्रयत्न']",0
726,"['आश्वस्त', 'छत', 'पहुंचकर', 'छात्रा', 'परिजनों', 'घटना', 'जानकारी', 'दी।']",1
727,"['डेब्यू', 'लास्ट', 'वनडे', 'सेंचुरी', 'लगाने', 'धुरंधर', 'कारनामा.']",1
728,"['नए', 'उपग्रह', 'प्रक्षेपण', 'निष्फल']",1
729,"['बिहार', 'आरजेडी', 'नेता', 'पीट-पीटकर', 'हत्या']",0
730,"['नए', 'उपग्रह', 'प्रक्षेपण', 'निष्फल']",0
731,"['टीम', 'हर', 'सदस्य', 'पता', 'होगा', 'उससे', 'क्या', 'अपेक्षा']",1
732,"['टीम', 'जैक', 'कैलिस', 'अनुभवी', 'ऑलराउंडर', 'है,', 'बल्ले', 'गेंद', 'अच्छा', 'प्रदर्शन', 'हैं।']",1
733,"['कम्प्यूटर', 'ज्ञान', 'बिना', 'आधुनिकता', 'दौड़', 'बने', 'रहना', 'संभव', 'है।']",0
734,"['नाम', 'वापसी', 'अंतिम', 'तिथि', 'नियत', 'गई', 'है।']",0
735,"['हैवानों', 'वजह', 'दिल्ली', 'दागदार', 'गई']",0
736,"['फिल्म', 'ओवरसीज', 'रिलीज', 'जाएगा,', 'इसलिए', 'फिल्म', 'डेट', 'चेंज', 'नामुमकिन', 'है।']",0
737,"['रैंकिंग', 'टेबल', 'अब', 'बड़ा', 'परिवर्तन', 'है.']",1
738,"['व्यवसायी', 'पवन', 'कुमार', 'घात', 'लगाकर', 'बैठे', 'तीन', 'अपराधियों', 'रॉड', 'मारकर', 'घायल', 'दिया।']",0
739,"['स्कूल', 'छुट्टी', 'परिजन', 'बच्चों', 'हुड़दंग', 'लेकर', 'परेशान', 'जाते', 'हैं।']",0
740,"['जूरी', 'सदस्यों', 'सैमसंग', 'आदेश', 'एप्पल', 'शती', 'पूर्ति', 'बडा', 'मुआवजा', 'दे।']",1
741,"['', 'भाजपा', 'विचारधारा', 'संकुचित', 'धर्म', 'इस्तेमाल', 'करके', 'लोगों', 'बांटती', 'है।']",0
742,"['उन्होंने', 'एसपी', 'शस्त्र', 'सत्यापन', 'कराने', 'लोगों', 'अविलंब', 'सूचना', 'देने', 'है।']",1
743,"['उतनी', 'चिंताजनक', 'बात', 'केंद्र', 'सरकार', 'राजकोषीय', 'संतुलन', 'गड़बड़ा', 'है।']",0
744,"['पाकिस्तान', 'आत्मघाती', 'व्यवहार', 'प्रदर्शन', 'उसकी', 'बनिस्बत', 'हमें', 'वैसा', 'परिपक्व', 'आचरण', 'चाहिए', 'हम', 'हैं।']",0
745,"['अन्त', 'स्थानीय', 'लोगों', 'मदद', 'भगवान', 'गणेश', 'जल', 'प्रवाहित']",1
746,"['उसकी', 'गर्लफ्रेंड', 'बलात्कार', 'धमकी', 'देने', 'आरोप', 'लगाया', 'है।']",0
747,"['दिल्ली', 'स्पिनर्स', 'शाहबाज', 'नदीम', 'जेपी', 'डुमिनी', 'प्रभावशाली', 'पाए', 'है।']",0
748,"['तीन', 'दिन', 'तपिश', 'राहत', 'मिली', 'अब', 'पारा', 'चढ़ने', 'लगा', 'है।']",0
749,"['साक्षी', 'देख', 'दर्शकों', 'फोटो', 'खींचने', 'होड़', 'लग', 'गई', 'वहां', 'काफी', 'भीड़', 'जमा', 'गई।']",0
750,"['अविहिताचरण', 'विषयभोग', 'इच्छा', 'कुपथ्य', 'है।']",0
751,"['इतने', 'पुलिस', 'वारदातों', 'लगाम', 'लगा', 'सकी', 'हाल', 'वारदातों', 'खुलासा', 'सकी।']",0
752,"['हालांकि', 'उम्मीद', 'बेहतर', 'विवेचक', 'बन', 'हैं।']",1
753,"['उन्होंने', 'घई', 'देखने', 'बावजूद', 'अनदेखा', 'दिया।']",0
754,"['माइग्रेन', 'सटीक', 'कारणों', 'पता', 'लगा', 'सके', 'हैं.']",0
755,"['साल', 'हमारे', 'परफॉर्मेंस', 'खराब', 'असर', 'है।']",0
756,"['भाषण', 'शुरूआत', 'उन्होंने', 'विलंब', 'पहुंचने', 'क्षमा', 'याचना', 'मांगी।']",0
757,"['अच्छे', 'क्रिकेटर', 'हैं,', 'परिपक्व', 'समय', 'जरूरत', 'है।']",1
758,"['पुलिस', 'लाचार', 'बनकर', 'तमाशा', 'देख', 'रही', 'असामाजिक', 'तत्व', 'फायदा', 'उठाते', 'हैं।']",0
759,"['संघ', 'सब्सिडी', 'तौर', 'मिलने', 'वाली', 'मोटी', 'धनराशि', 'वंचित', 'पड़ेगा।']",0
760,"['एसाइड', 'योजना', 'तहत', 'कारपेट', 'सिटी', 'लगभग', '10', 'करोड़', 'लागत', 'स्थापित', 'मार्डन', 'डाइंग', 'हाउस', 'स्कावरिंग', 'प्लांट', 'उद्यमियों', 'कसौटी', 'खरा', 'उतर', 'सका।']",0
761,"['मेरी', 'यात्रा', 'आनंदप्रद', 'रही']",1
762,"['दोनों', 'स्टार्स', 'गुपचुप', 'तरीके', 'इटली', 'शादी', 'रचाई', 'थी।']",0
763,"['किसानों', 'बकाया', 'गन्ना', 'भुगतान', 'मिला', 'है,', 'जबकि', 'पैसा', 'कारण', 'किसान', 'आर्थिक', 'तंगी', 'झेल', 'हैं।']",0
764,"['ऎसा', 'कमाल', 'जिससे', 'टीम', 'फायदा', 'पहुंचा', 'हो।']",0
765,"['भारत', 'उन्नति', 'भारतीयों', 'निर्भर']",1
766,"['सौम्य', 'व्यक्ति', 'स्वभाव', 'सबका', 'दिल', 'जीत', 'लेता']",1
767,"['लट्ठमार', 'बोली', 'बोलता']",0
768,"['यहां', 'चल', 'रही', 'निम्न', 'स्तर', 'खरीदी', 'सबके', 'सामने', 'आ', 'गई', 'है।']",0
769,"['शिखर', 'जाने', 'टीम', 'अन्य', 'बल्लेबाज', 'लय', 'बनाए', 'रखने', 'नाकाम', 'रहे।']",0
770,"['उम्मीद', 'भरे', 'स्वर', 'दिशा', 'हमारा', 'छोटा', 'सा', 'प्रयास', 'बड़े', 'आंदोलन', 'रूप', 'ले', 'ले।']",1
771,"['दिल्ली', 'फिसड्डी', 'बनने', 'खतरा', 'मंडरा']",0
772,"['बिहार', 'आरजेडी', 'नेता', 'पीट-पीटकर', 'हत्या', '|']",0
773,"['आइटम', 'सॉन्ग', 'अच्छा', 'है।']",1
774,"['रही', 'सही', 'कसर', 'मिलर', 'बेली', 'खिलाड़ी', 'पूरी', 'देते', 'हैं।']",0
775,"['सुविधा', 'तहत', 'पीएफ', 'निकासी', 'सहित', 'अन्य', 'भुगतान', 'लाभान्वित', 'खाते', 'डाल', 'जाता', 'है.']",1
776,"['दीर्घावधि', 'बॉन्डों', 'पूरी', 'रोक', 'लगाना', 'काफी', 'कठिन', 'होगा।']",0
