,text,target
1212,"अब बदमाशों के हौसले इतने बुलंद हो गए हैं कि वह बेहोश कर लूटपाट कर रहे हैं।
",0
1509,"कई दुकानदार अभी तक नहीं चेते हैं और खुले में खाद्य पदार्थ रखकर लोगों के स्वास्थ्य के साथ खिलवाड़ कर रहे हैं।
",0
1267,"छह साल बीत गए हैं पर दर्द अब भी ताज़ा है.
",0
631,"गाड़ी की डिक्की से चुराए तीन मोबाइल सेट महीने भर बाद कुरियर के जरिए उसके घर सही सलामत पहुंच गए
",1
59,"मुझे अब लगातार अच्छा प्रदर्शन करना होगा।
",1
1513,"रणबीर के साथ दिल्लगी क्या की कटरीना ने, बेरोजगारी और बुरा दौर मानों इंतजार कर रहा था।
",0
1545,"पिछले दो साल के दौरान हमारी आर्थिक वृद्धि दर कम हुई है।
",0
1978,"पांच दिनों से अवैध कोयले का कारोबार चोरी-छिपे ही चल रहा है
",0
1665,"यदि समय रहते इसका उपचार नहीं किया जाए तो रोगी को अस्पताल में भर्ती करने तक की नौबत आ जाती है।
",0
2170,"अच्छे दिन आने वाले हैं ये उम्मीद तो अच्छी है, मगर अच्छे दिन नहीं आए तो क्या होगा।
",0
878,"ऎसे समय इसे देखा जाना महत्त्वपूर्ण है, जब आपके ही बगल वाले सिनेमाघर में मस्तराम चल रही हो।
",1
53," बैंक खुलना उस दौर के लिए सुखद अनुभव था।
",1
942,"राम अजाति लोगों की मदद करता है
",1
961,"पंडित महेश अपने क्षेत्र के एक प्रतिष्ठित व्यक्ति हैं
",1
2268,"भूत-प्रेत की पूजा करना आपके लिए अकल्याणकारी है
",0
304,"टीवीएस मोटरसाइकिल ने सोमवार को अपनी 110 सीसी मोटरसाइकिल स्टार सिटी और स्टार सिटी प्लस का नया एवं उन्नत संस्करण पेश किया।
",1
2075,"बढ़ रही चोरियों को लेकर कस्बेवासियों में पुलिस के प्रति आक्रोश है।
",0
967,"सुकुमार राम ने शिव धनुष को तोड़ दिया
",1
119,"इसके साथ ही 17 बार की ग्रैंड स्लैम विजेता 32 वर्षीय सेरेना यह कहना भी नहीं भूलीं कि कले कोर्ट पर जीतना उनके लिए अत्यंत सुखद रहा और वह वाकई में अच्छा खेलीं.
",1
898,"अमोल गुप्ते की लिखी कहानी और पटकथा ईमानदार और साधारण हैं.
",1
140,"आंकड़ों ने निराश किया है लेकिन मई में इसमें सुधार मुमकिन है।
",1
489,"फिलहाल दोनों पुलिस कर्मियों की हालत खतरे से बाहर बताई जा रही है।
",1
1149,"दोनों देशों के बीच विश्वास बहाली के उपाय किए जा रहे हैं
",1
1574,"बदमाशों की गिरफ्तारी नहीं होने से उनके हौंसले बुलंद हैं तथा पुलिस अधिकारियों की कार्यप्रणाली से व्यापारियों में रोष है।
",0
665,"योजनाओं का लाभ लोगों को सहजता से मिना जरूरी है। 
",1
87,"सेलिना का कहना है कि वह अपनी इस जंग को आगे भी जारी रखेंगी, चाहे इसके लिए उन्‍हें भारी जोखिम ही क्‍यों न उठाना पड़े।
",1
134,"यूएई के मुकाबले भारत में मैदान छोटे हैं और यहां छक्के मारना अपेक्षाकृत आसान रहेगा।
",1
2098,"चारों घायलों की हालत चिंताजनक है।
",0
2229,"अधिकांश निर्णयों में मंत्री एवं अधिकारी शामिल रहते हैं, अतः सरकारें अनुमति देने में टालमटोल करती रही हैं।
",0
359,"यह मल्टीपल डिवाइस में परिवर्तित होने की अनुमति देता है।
",1
500,"सितम्बर में इसकी कमिशिनिंग संभावित है।
",1
2228,"इस वजह से दूसरे वास्तविक हकदार खिलाड़ियों का हक मारा गया अतः याचिका के जरिए हाईकोर्ट की शरण ली गई।
",0
1340,"लेकिन पर्यावरण का जो नुकसान हुआ उसकी भरपाई संभव नहीं है।
",0
2165,"मरीजों की संख्या में पहले से काफी कमी आई है, लेकिन अभी भी मरीज आ रहे हैं।
",0
467,"जहां टाइगर ने ठुमके लगाए, वहीं कृति ने भी अपने जानदार स्टेप्ट से जलवा दिखाया।
",1
1231,"इस तरह कंपनी के घाटे में बढ़ोतरी हुई है।
",0
1114,"उसने अपने कार्यभार को सहर्ष अंगीकृत किया
",1
671,"तुम सजा के हकदार नहीं 
",1
1227,"सलमान खान की मुश्किलें बढ़ती नजर आ रही हैं.
",0
1460,"भागते हुए डकैतों ने सुनील अग्रवाल व अजय अग्रवाल के पेट में चाकू मारकर घायल कर दिया था।
",0
1530,"मंगलवार को अस्पताल में मरीजों की भारी भीड़ दिखी, चिकित्सकों के चेंबर में लगी भीड अपनी बारी का इंतजार करती रही।
",0
2384,"जलकल संयत्र से अब तक शुद्ध पेयजल नसीब नहीं हुआ है।
",0
1941,"उनकी हालत काफी खराब है।
",0
1326," निर्धन और दलितों के लिए भले ही नित नई योजनाएं बनाई जाती हों लेकिन गरीबो को उन योजनाओ का इनका लाभ नहीं मिल रहा है।
",0
69,"ऑडियंस इसे प्यार करती है.
",1
2220,"इस साल आइपीएल में सर्वश्रेष्ठ बल्लेबाजों के बल्लों पर मानो जंग लग गई हो।
",0
2305,"उसकी कड़वी बोली किसी को अच्छी नहीं लगती
",0
250,"इन सभी देशों से सबसे ज्यादा करीब 600,000 विदेशी प्रशंसकों के आने की उम्मीद है।
",1
2036,"इससे लोगों की समस्याएं जस की तस बनी रहती हैं।
",0
1789,"कई लोगों का मानना है कि शो का फॉर्मेट ही इस तरह का है जो लोगों को बुरा बरताव करने पर मजबूर करता है.
",0
329,"आप जो गोल्ड, सिल्वर या डायमंड खरीद रहे हैं वह कितना खरा है, इसकी पहचान बहुत जरूरी है.
",1
1445,"रात में इतने गोले आते थे कि रात में दिन की तरह हर चीज़ नज़र आती थी. भयानक माहौल था.
",0
2174,"पोषण पुनर्वास केन्द्र खोलकर कुपोषित बच्चों का उपचार किया जाता है मगर कुपोषण कम होने के बजाय पिछले चार सालों में डबल से अधिक हो गया है।
",0
1760,"किसी अनहोनी की आशंका से करीब आधे घंटे तक क्षेत्र के लोग भयभीत होते रहे।
",0
561,"ऐसी एजेंसियों से दवाएं खरीदी जाती हैं, जिनकी गुणवत्ता हर स्तर पर मान्य होती है।
",1
788,"टाइगर को अभी तक मिला प्यार और सराहना, उसकी कड़ी मेहनत का नतीजा है.
",1
1084,"आज वह बहुत हँसा
",1
1622,"सटोरियों के कई बड़े रैकेटों के मुंबई और अहमदाबाद में सक्रिय होने की आशंका हैं।
",0
1555,"अगर यह पटकथा के लिए जरूरी होगा तो मैं इसे जरूर करूंगी, लेकिन अगर यह अनावश्यक होगा तो मैं अपनी राय व्यक्त करूंगी.
",0
1831,"हर दिन वार्ड में राउंड के दौरान चिकित्सक ये नजारा देखकर भी अनजान बने हुए हैं।
",0
2353,"अधकचरा ज्ञान घातक होता है
",0
2195,"मोदी के पूर्वजों की यह कहानी यहीं पर आकर नहीं थमती
",0
746,"स्वाभाविक है कि इसके लिए कुशल रिसर्चर्स की मांग भी लगातार बढ़ रही है।
",1
2001,"कस्बे के बस अड्डे की साफ-सफाई में नगरपालिका फिसड्डी साबित हो रही है।
",0
1807,"सुबह की अनियमित कटौती के चलते उपभोक्ताओं स्कूली बच्चों को दैनिक कार्य में परेशानी हो रही है।
",0
1564,"नॉइस और डीटेल्स की कमी की वजह से मोटोरोला के कैमरे को बेहतर बनाने की कोशिश बेकार हो गई है।
",0
1917,"यूरोपीय दौरे पर गई भारतीय हॉकी टीम को अपने लगातार दूसरे मैच में हार का सामना करना पड़ा
",0
1209,"भाजपा सिर्फ सत्ता की भूखी है।
",0
1437,"आग की भीषण लपटों को देखते हुए पुलिस सड़क से यातायात रोक दिया।
",0
168,"विकसित देशों में ही नहीं बल्कि अपने देश के रोगी भी लाभान्वित हो रहे हैं।
",1
166,"किरोन पोलार्ड की उपयोगी पारी के बाद गेंदबाजों के जोरदार प्रदर्शन की बदौलत मुंबई इंडियंस ने रॉयल चैलेंजर्स बेंगलुरू को 19 रन से हरा दिया।
",1
921,"लेकिन मैं जानती हूं कि वे जहां भी हैं उनका प्यार और आशीर्वाद सदैव आदि और मेरे साथ रहेगा.
",1
2297,"उसकी रोनी सूरत देखकर मुझे दया आ गई
",0
1928,"मां ने मार डाला अपने ही छह बच्‍चों को 
",0
581,"भट्ट लकी सर के लिए स्पेशल अदरक, इलायची वाली चाय बनाता है, जिसे देने की जिम्मेदारी अर्जुन की है।
",1
2199,"उस पर इसी अवधि में रकम चुकाने अन्यथा डील और बयाना गंवाने का दबाव होता है।
",0
234,"और आशा करता हूं कि मेरी रुमानियत भरी शाम एक रोचक महिला के साथ समुद्र किनारे बीतेगी।
",1
1394,"व्यापमं की बीएड प्रवेश परीक्षा लापरवाही ने सैकड़ों परीक्षार्थियों को परीक्षा से वंचित कर दिया।
",0
2231,"45 मिनट की मशक्कत के बाद भी आग पर काबू नहीं पाया जा सका है।
",0
2219,"युवाओं में तो सट्टा खेलना मानो फैशन बन गया है।
",0
417,"इस तरह के पल जादू में आपके विश्वास को और पक्का करते हैं।
",1
1058,"यह जिम्मेदारी पाने वाले भाग्यवान हैं कि उन्हे इतनी बड़ा काम सौंपा गया है।
",1
1094,"माता-पिता ,गुरु और अतिथि हर हालत में आदरणीय होते हैं
",1
893,"उसे लीग में बने रहने के लिए लगातार जीत दर्ज करनी होगी इसलिए उम्मीद  है कि दिल्ली जीत के साथ वापसी करेगी।
",1
2085,"इस दौरान अमिताभ ने मीडिया से बात की और कहा कि उन्हें इस बात का अफसोस है कि उन्होंने 90 दशके के बाद कुछ समय तक सिनेमा से दूरी बना ली थी।
",0
2107,"लेकिन इसको लेकर कोई भी अधिकारी गंभीर नहीं है।
",0
1127,"लंद हौसलों के साथ कुछ भी करना संभव है
",1
206,"इसी अंदेशे में डीएम कंचन वर्मा ने लाभार्थियों की गांव व ब्लाकवार सूची तैयार कर सत्यापित कराने के निर्देश दिए हैं
",1
373,"यहां की पिचें भी बढ़‍िया रही।
",1
2175,"कल्याण बोर्ड मजदूरों के कल्याण के लिए कार्य कर रहा है मगर इनके पंजीकरण को प्राथमिकता नहीं दी जा रही हैं।
",0
2050,"उन्होंने कहा कि बीजेपी हार के डर से बौखलाकर ऐसे आरोप लगा रही है।
",0
374,"शारापोवा के ब्वॉयफ्रेंड दिमित्रो के लिए बढ़िया दिन रहा।
",1
688,"सुगंधपूर्ण आमलकी चूर्ण शरीर की सुंदरता बढ़ाने का परम साधन है।
",1
228,"लेकिन इसके बारे में आप कुछ जानते नहीं या फिर जानना ही नहीं चाहते।
",1
320,"लोकतंत्र की मजबूती के लिए अच्छे व ईमानदार प्रत्याशी का निर्वाचन करें।
",1
2070,"स्टार्क ने पोलार्ड के शरीर को निशाना बनाया, जिससे उन्हें गुस्सा आ गया और उन्होंने स्टार्क की ओर बल्ला फेंका।
",0
1725," बिजली की बेहिसाब कटौती से लोगों में काफी नाराजगी है।
",0
557,"व्यापारियों को अपने अधिकारों के प्रति जागरूक होना होगा, तभी उनका उत्पीड़न रुक सकता है।
",1
731,"इससे पहले आपको स्वयं को इस विधा में पारंगत बनाना होगा
",1
965,"विवाह आदि अवसरों पर सभी लोग बाँके जवान दिखने की कोशिश करते हैं
",1
768,"मैं उन सभी लोगों का शुक्रगुजार हूं, जिन्‍होंने मेरी सलामती और मेरी जिंदगी के लिए दुआ की है 
",1
1271,"इसके बाद केकेआर के खिलाड़ियों ने तेजी से रन बटोरने के चक्कर में गैरजिम्मेदारी पारी खेलकर टीम को मुश्किल में डाल दिया।
",0
1189,"मौसम में लगातार परिवर्तन और नलों से आ रहे गंदा पानी ने लोगों की सेहत पर हमला बोल दिया है।
",0
1837,"परिसर में हो रही गतिविधियों को लेकर मंडी प्रशासन बेखबर है।
",0
1757,"जब तक समुचित आईटी नेटवर्क सुनिश्चित नहीं किया जाएगा, तब तक जीएसटी पर अमल असंभव है।
",0
800,"फतेह अली खान, पंकज उदास, अनूप जलोटा जैसे गजल गायकों ने गजल गायन को एक नया मुकाम दिया और उसे बढऩे का अवसर दिया।
",1
302,"टाटा मोटर्स ने गुरुवार को अपनी क्रॉसओवर व्हीकल आरिया का उन्नत संस्करण लांच किया है।
",1
644,"यदि पुलिस को फोन न किया जाता तो निश्चित तौर पर कोई बड़ी घटना भी हो सकती थी।
",1
651,"सरदार को हॉकी इंडिया लीग में अच्छे प्रदर्शन की उम्मीद हैं।
",1
1170,"वह सिनेमा देखकर रोमाचिंत हो उठा
",1
2063,"धमकी मिलने से उनका पूरा परिवार डरा हुआ है.
",0
223,"जिसमें कम वजनी बच्चो को उचित पोष्ाण आहार दिया जाना था।
",1
916,"सधे निर्देशक के हाथों हमेशा कलाकार निखर जाते हैं।
",1
697,"इस साझेदारी ने सुपर किंग्स को जीत की ओर से अग्रसर किया।
",1
739,"कोरिया के कुछ प्‍लास्टिक सर्जन अपने काम में माहिर हैं
",1
765,"सामान्य तौर पर वे लंबी अवधि में परिपक्व होने वाले बॉन्ड खरीदते हैं क्योंकि उनकी संपत्ति लंबी अवधि वाली होती है।
",1
55,"मान्यता है कि इस दिन सोना खरीदने से धन की वर्षा होती है.
",1
32,"भारत और पाकिस्तान के बीच फिर से क्रिकेट संबंध बहाल होने की संभावना दिख रही है।
",1
638,"रोहित शर्मा ने कहा कि प्रशासन के आदेश के विपरीत पब्लिक स्कूलों में फीस के नाम पर अवैध वसूली हो रही है।
",1
822,"इसमें बेटियों ने बेटों की अपेक्षा बेहतर प्रदर्शन किया है।
",1
255,"बाराबती स्टेडियम में रोमांचक मुकाबला होने की उम्मीद है।
",1
1131,"झीलों से घिरा आई आई टी पवई एक रमणीय स्थल है
",1
1373,"शो का फॉर्मेट ही इस तरह का है जो लोगों को बुरा बरताव करने पर मजबूर करता है.
",0
239,"फिल्म व अपने नए एलबम से उन्हे बड़ी आशा थी।
",1
555,"इस डे को मनाने का उद्देश्य लोगों को अस्थमा के प्रति जागरूक और शिक्षित करना है।
",1
533,"भारत सरकार के महारत्नों में से एक एनटीपीसी देश के सबसे बड़े विद्युत उत्पादक के रूप में 28 प्रतिशत विद्युत आवश्यकता की पूर्ति कर रहा है।
",1
1689,"मैं इससे थोड़ा निराश था।
",0
1151,"आपसे मिलकर मुझे ख़ुशी हुई
",1
2200,"आग पर काबू पाया अन्यथा गेहूं की फसल आग की भेंट चढ़ जाती।
",0
1781,"ऐसे में बेबस उपभोक्ताओं की पीड़ा को सहज ही समझा जा सकता है।
",0
1553,"कुछ लोग अनावश्यक रूप से इनमें से कुछ दवाइयों का उपयोग गलत तरीके से नशे के लिए भी करते हैं।
",0
2144,"दरअसल, पिछले दिनों दीपिका बहुत व्‍यस्‍त रहीं।
",0
248,"अनुसंधानकर्त्ताओं ने कहा कि यह निष्कर्ष और भी ज्यादा समय तक टिकने वाला अत्यंत भारी केन्द्रक के अवलोकन की क्षमता की दिशा में एक अहम कदम है जिससे अत्यंत भारी तत्वों के 'स्थिरता के द्वीप' पर रहने की अपेक्षा की जाती है।
",1
1256,"लोकल यात्रियों के लिए स्टेशन पर अनारक्षित टिकट लेने के लिए मात्र दो टिकट खिड़की है, जो यात्रियों के बोझ से कराह रही हैं।
",0
479,"इतना ही नहीं सोनाक्षी ने एक पोस्ट भी लिखा कि यह उनके लिए काफ़ी सुखद है।
",1
2310,"यह अविचारणीय बात है
",0
871,"इंतजार कीजिए, अभी और सस्ता होगा सोना
",1
171,"इलाहाबाद हाईकोर्ट द्वारा कासना गांव में जमीन का 64.7 फीसद अतिरिक्त मुआवजा देने के निर्देश से करीब सौ किसान लाभान्वित होंगे।
",1
449,"लॉन्ग टर्म बॉन्ड्स में इन्वेस्ट करने का यह बेहद आकर्षक अवसर है।
",1
379,"अच्छे फंड मैनेजर लॉन्ग टर्म में बढ़िया परफॉर्म करते हैं।
",1
1279,"उसकी कोशिशें हर बार नाकामयाब ही होती हैं।
",0
856,"हमें आपसी भाईचारा और सौहार्द बनाए रखना चाहिए।
",1
2234,"राहुल ने आज कहा कि यदि गुजरात में लोकायुक्त एवं आरटीआई आयुक्त काम कर रहे होते तो नरेन्द्र मोदी जेल में चले गए होते।
",0
2047,"ये खौफ है इलेक्शन कमीशन की सख्ती की वजह से.
",0
1177,"वह पराये लोगों की भी सहायता करता है
",1
820,"इनहेलेशन थेरेपी टैबलेट्स और सीरप की अपेक्षा कहीं अधिक प्रभावी है।
",1
1811,"श्रीसंत सहित तीन क्रिकेटरों को जेल तक जाना पड़ा।
",0
364,"दिल्ली में विकास ने हरियाली को रेगिस्तान में तबदील कर दिया।
",1
1604,"सुभाष घई फिल्म निर्देशक के रूप में उनकी नई फिल्म 'कांची' की बॉक्स ऑफिस पर धीमी शुरुआत से बेपरवाह हैं।
",0
200,"तांबे यह कारनामा करनेवाले नौवें गेंदबाज बने
",1
280,"गौरतलब है कि वर्ल्ड बैंक ने उच्च शिक्षा विभाग को लोन पर देने के लिए 3600 करोड़ की सैद्घांतिक सहमति दी है।
",1
1229,"शहर में बढ़ती लूट की घटनाओं को लेकर सोमवार को गृहमंत्री बाबूलाल गौर ने कड़ी नाराजगी जताई।
",0
1783,"जाहिर है ऐसे पतियों की संख्या बढ़ी है जो किसी ना किसी वजह से अपनी पत्नी से परेशान है और बेबस हैं.
",0
2302,"उसकी कटु बातें मेरे लिए असह्य हैं
",0
1904,"लिहाजा हमने ऎसे फिल्म कलाकारों को आत्मघाती हमलों में मार डालने की साजिश रची।
",0
604,"बल्लेबाजी में एरोन फिंच और डेविड वार्नर ने अपनी छाप छोड़ी है।
",1
1432,"बीते कई सालों से महिलाओं का घर से निकलना दूभर हो गया है।
",0
917,"अंतरिक्ष की यात्रा करना हमेशा से मानव की चाहत रही है।
",1
1581,"शाउमाशा जैतगिरी में जैसे ही टीम पहुंची नकलची छात्रों में अफरातफरी मच गई।
",0
1744,"विश्लेषकों का मानना है कि अल्पावधि परिदृश्य भी आकर्षक नहीं है।
",0
1593,"यह हैदराबाद के लिए निराशाजनक हार थी क्योंकि टीम खेल के ज्यादातर हिस्से में दबदबा बनाए थी
",0
829,"सिफारिशों एवं घोषणाओं पर गंभीरतापूर्वक कार्य किया जाए
",1
1651," इस खाई को पाटना काफी दुरूह काम होगा
",0
208,"वहीं सामान्य वर्ग में शादी अनुदान के लिए 119 आवेदन के सापेक्ष 31 अपात्र पाए गए जबकि 28 स्वीकृत हुए।
",1
301,"मानकों पर खरा उतरने के लिए उन्नत मशीनों की जरूरत पड़ रही है।
",1
1040,"उन्होंने एसपी को शस्त्र का सत्यापन कराने वाले लोगों को अविलंब सूचना देने को कहा है।
",1
1452,"शायद नयी पीढ़ी 1984 के दंगों के बारे में जानना भी न चाहे.
",0
2135,"खबरों के मुताबिक, कुछ एजेंसियों ने एग्जिट पोल के डेटा लीक कर दिए हैं
",0
2084,"अफसोस इस बात का है कि फिल्म की गति ऐसी तेज नहीं है।
",0
843,"हिंदू धर्म की मान्यताओं के मुताबिक हर दिन का कुछ समय अति शुभ माना गया है।
",1
1100,"मैं आशान्वित हूँ कि वह अवश्य आयेगा
",1
2344,"मैं उसे समझाने का निष्फल प्रयत्न करता रहा 
",0
356,"आश्वस्त होने के बाद छत पर पहुंचकर छात्रा ने परिजनों को घटना की जानकारी दी।
",1
201,"डेब्यू व लास्ट वनडे में सेंचुरी लगाने वाले दूसरे धुरंधर का कारनामा.
",1
1041,"नए उपग्रह का प्रक्षेपण निष्फल नहीं हुआ
",1
1925,"बिहार में आरजेडी नेता की पीट-पीटकर हत्या 
",0
2345,"नए उपग्रह का प्रक्षेपण निष्फल हो गया
",0
823,"टीम के हर सदस्य को पता होगा कि उससे क्या अपेक्षा है
",1
794,"टीम में जैक कैलिस जैसा अनुभवी ऑलराउंडर है, जो बल्ले और गेंद से अच्छा प्रदर्शन कर रहे हैं।
",1
2197,"कम्प्यूटर के ज्ञान के बिना आधुनिकता की दौड़ में बने रहना संभव नहीं है।
",0
1980,"नाम वापसी की अंतिम तिथि नियत की गई है।
",0
1934,"कुछ हैवानों की वजह से दिल्ली दागदार हो गई है 
",0
1355,"फिल्म को ओवरसीज में भी रिलीज किया जाएगा, इसलिए इस फिल्म की डेट चेंज करना नामुमकिन है।
",0
43,"यह रैंकिंग टेबल में अब तक का सबसे बड़ा परिवर्तन है.
",1
1464,"व्यवसायी पवन कुमार को पहले से घात लगाकर बैठे तीन अपराधियों ने पहले रॉड से मारकर घायल कर दिया।
",0
1902,"स्कूल की छुट्टी के बाद परिजन बच्चों की हुड़दंग को लेकर परेशान हो जाते हैं।
",0
435,"जूरी सदस्यों ने सैमसंग को आदेश दिया है कि वह एप्पल को शती पूर्ति के लिए बडा मुआवजा दे।
",1
1578," भाजपा की विचारधारा संकुचित है और धर्म का इस्तेमाल करके लोगों को बांटती है।
",0
1043,"उन्होंने एसपी को शस्त्र का सत्यापन कराने वाले लोगों को अविलंब सूचना देने को कहा है।
",1
2102,"उतनी ही चिंताजनक बात यह भी है कि केंद्र सरकार का राजकोषीय संतुलन गड़बड़ा रहा है।
",0
1907,"पाकिस्तान जिस तरह के आत्मघाती व्यवहार का प्रदर्शन करता है उसकी बनिस्बत हमें वैसा ही परिपक्व आचरण करना चाहिए जैसा कि हम करते हैं।
",0
411,"अन्त में स्थानीय लोगों की मदद से भगवान गणेश को जल प्रवाहित कर दिया गया
",1
1945,"उसकी गर्लफ्रेंड ने बलात्कार और धमकी देने का आरोप लगाया है।
",0
1747,"दिल्ली के स्पिनर्स शाहबाज नदीम और जेपी डुमिनी प्रभावशाली नहीं हो पाए है।
",0
2190,"तीन दिन की तपिश से राहत मिली है लेकिन अब पारा फिर चढ़ने लगा है।
",0
1528,"साक्षी को देख दर्शकों में उनकी फोटो खींचने की होड़ लग गई व वहां काफी भीड़ जमा हो गई।
",0
1931,"अविहिताचरण और विषयभोग की इच्छा कुपथ्य है।
",0
2253,"मगर इतने पर भी पुलिस न तो वारदातों पर लगाम लगा सकी और नहीं हाल ही में हुई वारदातों का खुलासा कर सकी।
",0
249,"हालांकि उन्हें उम्मीद है कि वह एक बेहतर विवेचक बन सकते हैं।
",1
1675,"उन्होंने घई को देखने के बावजूद भी उन्हें अनदेखा कर दिया।
",0
1403,"माइग्रेन के सटीक कारणों का पता नहीं लगा सके हैं.
",0
2032,"इस साल हमारे परफॉर्मेंस पर इसका खराब असर हुआ है।
",0
1334,"भाषण की शुरूआत में ही उन्होंने सबसे पहले विलंब से पहुंचने के लिए क्षमा याचना मांगी।
",0
764,"वे एक अच्छे क्रिकेटर हैं, लेकिन उन्हें परिपक्व होने के लिए अभी समय की जरूरत है।
",1
1790,"पुलिस लाचार बनकर तमाशा देख रही है और कुछ असामाजिक तत्व इसका फायदा भी उठाते हैं।
",0
1393,"संघ को सब्सिडी के तौर पर मिलने वाली मोटी धनराशि से भी वंचित होना पड़ेगा।
",0
1589,"एसाइड योजना के तहत कारपेट सिटी में लगभग 10 करोड़ की लागत से स्थापित मार्डन डाइंग हाउस व स्कावरिंग प्लांट उद्यमियों की कसौटी पर खरा नहीं उतर सका।
",0
1135,"मेरी यात्रा आनंदप्रद रही
",1
1970,"दोनों स्टार्स ने गुपचुप तरीके से इटली में शादी रचाई थी।
",0
2254,"किसानों का बकाया गन्ना भुगतान नहीं मिला है, जबकि पैसा न होने के कारण किसान आर्थिक तंगी झेल रहे हैं।
",0
2148,"अभी तक ऎसा कोई कमाल नहीं किया है जिससे टीम को बहुत फायदा पहुंचा हो।
",0
1154,"भारत की उन्नति भारतीयों पर निर्भर है
",1
1121,"सौम्य व्यक्ति अपने स्वभाव से सबका दिल जीत लेता है
",1
2334,"वह लट्ठमार बोली बोलता है
",0
1583,"ऐसे में यहां पर चल रही निम्न स्तर की खरीदी सबके सामने आ गई है।
",0
1948,"शिखर के जाने के बाद टीम के अन्य बल्लेबाज लय को बनाए रखने में नाकाम रहे।
",0
252,"वह उम्मीद भरे स्वर में कहते हैं कि हो सकता है कि इस दिशा में किया गया हमारा यह छोटा सा प्रयास बड़े आंदोलन का रूप ले ले।
",1
1999,"दिल्ली पर फिर से फिसड्डी बनने का खतरा मंडरा है
",0
1704,"बिहार में आरजेडी नेता की पीट-पीटकर हत्या |
",0
36,"ये आइटम सॉन्ग बहुत ही अच्छा है।
",1
1891,"रही सही कसर मिलर और बेली जैसे खिलाड़ी पूरी कर देते हैं।
",0
169,"इस सुविधा के तहत पीएफ निकासी सहित अन्य भुगतान लाभान्वित के खाते में डाल दिया जाता है.
",1
1649,"दीर्घावधि बॉन्डों को पूरी तरह रोक लगाना काफी कठिन होगा।
",0
1618,"स्टेशन अधीक्षक पी एल चौहान ने बताया कि समय रहते आग बुझा दी गई थी अन्यथा कोई बड़ा हादसा हो सकता था।
",0
1645,"रवि शास्त्री पूरी तरह से पक्षपाती हैं और बीसीसीआई से वेतन लेते हैं।
",0
1446,"बिल्डिंग में लगी आग इतनी भयानक थी कि आग पर काबू पाने के लिए फायर ब्रिगेड की 9 गाड़ियों को लगना पड़ा।
",0
23,"मैं गैरी कर्स्टन और सहायक कोच रोब वाल्टर्स के रहने से काफी सहज महसूस करता हूं।
",1
2054,"उन्‍हें डर है कि रिया उसे जबरन विदेश ले जा सकती हैं.
",0
693,"हमशकल्स में सैफ न केवल गुजराती बोलते नजर आएंगे बल्कि अपने किरदार में हास्य का तड़का भी लगाते नजर आएंगे.
",1
184,"लोकसभा चुनाव के बाद संयुक्त प्रगतिशील गठबंधन सरकार की वापसी हुई थी।
",1
1195,"इस कारण से किसानों को उनका माल खुले में ही उतारना पड़ रहा है।
",0
2273,"आतंकवादियों ने भीड़ पर अंधाधुंध गोलियाँ चलाईं"" 
",0
1836,"कांची गुमनाम तरीके से अपने गांव लौट आती है।
",0
1916,"गिरने पर टूटने का खतरा ज्यादा  है।
",0
686,"मैं सुगंधित रहना चाहती हूं।
",1
949,"दिखाई देनेवाली सभी वस्तुएँ इंद्रियगम्य हैं
",1
160,"टाटा मोटर्स का उपयोगी वाहन मोवस पेश.
",1
1712," टीम इंडिया के कप्तान महेन्द्र सिंह धोनी के वोट नहीं डालने से निराश है।
",0
151,"कंगना रनोट और राजकुमार राव की इस फिल्म को जबरदस्त रिस्पॉन्स मिला था
",1
1895,"अगर हम बड़ी टीमों के साथ नहीं खेले तो अगले 2 साल में हम दिवालिया हो जाएंगे।
",0
